arquivo,codigo_sugerido,produto_sugerido,categoria,score,codigo_confirmado
Imagem de um plugue-branco.png,153,PLUGUE MACHO,,66.7,
imagem de um plugue .png,153,PLUGUE MACHO,,66.7,
fixacao_8_mm_final.jpg,514,BUCHA FIXACAO ECOLIDER 8 C/ANEL C,,66.7,
Imagem de um plugue-1 .png,153,PLUGUE MACHO,,66.7,
disco_liso_.jpeg,72,"DISCO ABRASIVO 115X1X20,23MM INOX",,66.7,
biela_14mm.jpeg,283,BROCA WIDEA 10MM,,66.7,
Pacote de extensão e-2.png,458,EXTENSAO ELETRICA 2M,,66.7,
CUBO-4LADOS.jpg,208,ADAPTADOR CUBO 4 LADOS,,66.7,
DISCO-LISO.jpg,72,"DISCO ABRASIVO 115X1X20,23MM INOX",,66.7,
"broca-7,5mm-pronta.png",412,BROCA CHATA 25MM,,66.7,
r-c-4000.jpg,151,RESISTENCIA DUCHA C 220V 4000W,,66.7,
paraf-novo.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,66.7,
AnyConv.com__Aplicador-de-silicone.jpg,352,"APLICADOR DE METAL, DE USO MANUA",,65.6,
Pacote de abraçadeir-2.png,399,ALICATE DE CORTE 6,,65.0,
Pacote de abraçadeir-3.png,399,ALICATE DE CORTE 6,,65.0,
Pacote de abraçadeir-4.png,399,ALICATE DE CORTE 6,,65.0,
broca_amarela_12_160mm.jpeg,270,BROCA VIDEA 8X120MM,,64.9,
Pacote de bastões de-2.png,399,ALICATE DE CORTE 6,,64.9,
broca_collins_1mm (2).jpeg,309,"BROCA ACO RAPIDO 2,8MM",,64.9,
plug-bancon-final.jpg,336,PLUGUE MACHO - BCON,,64.7,
"ABRA-7,6-BONITA.jpg",176,ABRACADEIRA NYLON 7.6X450MM (B,,64.5,
mini_martelo_vermelho_reduzido.jpeg,566,MINI MARTELO DE METAL CABO EMBOR,,64.5,
ponteiras_magneticas_menores.jpeg,557,JOGO DE BITS MAGNETICO PONTEIRA p,,64.3,
broca-7mm-pronta.png,407,BROCA CHATA 10MM,,64.3,
"broca-7,5mm-final.jpg",281,BROCA WIDEA 6MM,,64.3,
ALICATE-ARREBATADOR.jpg,47,AR0673 - ALICATE DESENCAPADOR E C,,64.0,
KIT-TERMINAL-REF-5040.jpg,345,"KIT TERMINAL ELETRICO,280 PCS",,64.0,
Imagem de uma lâmina.png,212,MAX BRAND LAMINA DE BARBEAR,,63.8,
PONTEIRA-100MM-removebg-preview.png,277,PONTEIRA PHILIPS PH2 100MM MAGNET,,63.6,
res-log-final (1).jpg,342,RESISTENCIA TIPO F. VIDA LOG.4T (HS),,63.6,
Imagem de um adaptad.png,441,ADAPTADOR DE TORNEIRA,,63.4,
Pacote de abraçadeir.png,399,ALICATE DE CORTE 6,,63.2,
hs-advance-2 (1).jpg,67,RESISTENCIA HS ADVANCED 7500W,,62.9,
Pacote de bastões de.png,399,ALICATE DE CORTE 6,,62.9,
disco_verde_110_15mm_.jpeg,573,DISCO DIAMANTADO 110X15MM ELETR,,62.7,
bomba-verde.jpg,555,"ALICATE P/ BOMBA DE AGUA, 10",,62.5,
Pacote de corda mult.png,393,CORDA DE MULTI USO 15MMX 8MM,,62.5,
Pacote de conectores.png,504,CONECTOR DE MANGUEIRA 1/2,,62.2,
uma pilha de cinco r.png,452,RALO DE INOX PARA PIA 5CM,,62.2,
broca-8-120-mm.jpg,270,BROCA VIDEA 8X120MM,,62.1,
broca_collins_1mm.jpeg,407,BROCA CHATA 10MM,,62.1,
ponteira-65mm-removebg-preview.png,239,PONTEIRA PHILIPS PH2 65MM MAGNET,,61.9,
broca_mourao_9_por_32.jpeg,309,"BROCA ACO RAPIDO 2,8MM",,61.5,
ROLO-10CM.png,357,FITA FIXTAPE BUTILICA 10CM X 5M X 1,,61.5,
broca-1-bonita.jpg,407,BROCA CHATA 10MM,,61.5,
"ex-1,5m-2.jpg",402,"ELASTICO EXTENSOR 1,5M X 8MM",,61.5,
fita-anti-aderante-5m-1.jpg,348,FITA ISOLANTE 5M,,61.5,
imagem de um conjunt.png,101,CONJUNTO DE LAMINA DE ESTILETE 1,,61.2,
DUCHINHA-SS-removebg-preview.png,65,RESISTENCIA HS DUCHINHA SS 5200 W,,61.1,
"pulseira_,magnetica.jpeg",557,JOGO DE BITS MAGNETICO PONTEIRA p,,60.9,
broca_collins_1mm (1).jpeg,236,BROCA HSS-G 10X1MM,,60.6,
disco_verde_110_15mm_ (1).jpeg,573,DISCO DIAMANTADO 110X15MM ELETR,,60.4,
res-jpg.jpg,67,RESISTENCIA HS ADVANCED 7500W,,60.0,
imagem_grampo_6mm.png,281,BROCA WIDEA 6MM,,60.0,
COLA-PEGA-RATO.jpg,207,PLUG MACHO PRETO,,60.0,
cola-quente2.jpg,27,SQ PISTOLA DE COLA QUENTE,,59.5,
chave_verde_3_reduzida.jpeg,503,CHAVE DE BIELA 13MM,,59.5,
ABRA-ALEMA.jpg,46,AR0566 - ABRACADEIRA NYLON PRETA,,59.3,
fix-tape-chat-final (2).jpg,364,FITA FIXTAPE BUTILICA 5CMX5MX1.2M,,59.3,
fix-tape-chat-final (1).jpg,357,FITA FIXTAPE BUTILICA 10CM X 5M X 1,,59.3,
Imagem de uma bomba .png,555,"ALICATE P/ BOMBA DE AGUA, 10",,59.3,
protetor_entradas_reduzido.jpeg,255,PROTETOR ELETRINICO 6 SAIDAS,,59.3,
paraf-p01104.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
paraf-p04822.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
chave_phillsps_verde_final.jpeg,55,REF50365 CHAVE PHILLIPS 1-4X4,,58.8,
paraf_p00541.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
paraf-p06444.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
broca-12_5mm-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca-6_5mm-2-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca_amarela_.jpeg,281,BROCA WIDEA 6MM,,58.3,
BROCA-1_5MM-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca-9_5mm-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca-6_5mm-2-removebg-preview (1).png,304,"BROCA HSS-G 5X9,5MM",,58.3,
chave_phillps_verde_6_reduzida.jpeg,56,REF50366 CHAVE PHILLIPS 1-4X6,,58.2,
resistência de chuve.png,4,SQ JOGO DE CHAVE HEXAGONAL,,58.1,
plug-branco-3-removebg-preview.png,258,PLUG BIG 10A 2P+T BRANCO A GRANE,,58.1,
broca-8-120-mm-removebg-preview.png,519,"BROCA WIDEA 10MM,ELITE",,57.1,
plug-final.jpg,258,PLUG BIG 10A 2P+T BRANCO A GRANE,,57.1,
abra-final.jpg,474,ABRACADEIRA 200X4.8MM PRETA,,57.1,
abrac-5.png,312,"ABRACADEIRA NYLON 4,8X150MM",,57.1,
fixador_10mm_novo.jpg,349,GRAMPOS PARA FIXACAO 10MM,,57.1,
Imagem de uma caixa-2.png,418,MARTELO CABO DE MADEIRA 27MM,,57.1,
imagem de um parafus-menor-2.png,30,"SQ RALO DE PIA EM METAL 7,CM",,57.1,
Imagem de uma fita a.png,34,SQ FITA ADESIVA DUPLA FACE,,56.5,
ABRA-ALEMA-C-BORBOLETA.jpg,46,AR0566 - ABRACADEIRA NYLON PRETA,,56.4,
REISTENCIA-GORDUCHA-4T (1).jpg,66,RESISTENCIA HS GORDUCHA 4T 5800 W,,56.4,
nivel-menor-final.jpg,451,CINTA DE NAILON,,56.2,
img_chat_silver_tap.jpg,54,AR0181 - FITA SILVER TAPE 10MTS (S,,56.0,
Parafuso-trombeta-agulha.jpg,374,LANCAS PROTETORAS PARA MURO MT,,56.0,
broca-9mm-removebg-preview.png,517,BROCA WIDEA 6MM ELITE,,55.8,
serra-final (1).jpg,373,ARCO DE SERRA,,55.6,
paraf-menor-2.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,55.6,
foto vertical de par.png,311,ABRACADEIRA DE NYLON BRANCA 4,,55.6,
disco_segmentado.jpeg,576,DISCO DE CORTE DIAMANTADO 100X2,,55.3,
Imagem de uma talhad.png,31,SQ RALO DE PIA EM METAL 9CM,,55.3,
fita-vermelha.jpeg,348,FITA ISOLANTE 5M,,55.2,
samurai-inox-7.jpg,579,RALO 9 3/4 INOX,,55.2,
embalagem plástica t.png,188,REF 50504 LUVA DE MALHA DE PLASTIC,,54.9,
fix-tape-chat-final.jpg,423,FITA FIXTAPE BUTILICA IMPERMEAVE,,54.9,
Imagem de uma caixa .png,382,JOGO DE BROCAS CHATAS PARA MADEI,,54.5,
batsao_cola.jpeg,208,ADAPTADOR CUBO 4 LADOS,,54.5,
CHAVE-ESMI.jpg,50,"JOGO CHAVE FIXA 6X7,8X9,10X11,12",,54.5,
buchas_8.jpeg,454,BROCA CHATA 18MM,,54.5,
abrac-3.jpg,499,ABRACADEIRA DE NYLON 4.8X300,,54.5,
Imagem aprimorada de.png,352,"APLICADOR DE METAL, DE USO MANUA",,54.2,
Imagem de um nível d.png,503,CHAVE DE BIELA 13MM,,54.1,
REISTENCIA-GORDUCHA-4T.jpg,66,RESISTENCIA HS GORDUCHA 4T 5800 W,,54.1,
FITA-19-13-removebg-preview (1).png,63,FITA ISOLANTE 19 X 10M X 0.13M ISOLA,,54.0,
colher8_2.jpeg,390,COLHER PEDREIRO 7,,53.8,
soquete-4-removebg-preview.png,260,SOQUETE PORCELANA A GRANEL,,53.8,
disco_ecco_modificado.jpeg,576,DISCO DE CORTE DIAMANTADO 100X2,,53.8,
pontero_sds_reduzido.jpeg,234,PONTEIRO SDS 14X250MM,,53.7,
paraf_steel_in_wood_rupert.jpeg,405,SUPORTE PARA TV ULTRA NA CAIXA,,53.6,
drill bit set in pla-3.png,419,PONTA BIT PHILLIPS 25MM,,53.3,
parafuso-ponta-agulha-4-2-x-25-flangeado-drywall.png,106,LAMINA PARA ARCO DE SERRA 12 24,,53.3,
broca-3mm-2-removebg-preview.png,517,BROCA WIDEA 6MM ELITE,,53.3,
Remover a primeira res.png,135,SQ COLA PARA PEGAR ROEDORES,,53.1,
imagem_fita5m_chat.jpg,348,FITA ISOLANTE 5M,,52.9,
a small plastic cont-2.png,188,REF 50504 LUVA DE MALHA DE PLASTIC,,52.8,
imagem de produto ajustado.png,102,"CONJUNTO DE SOQUETE 9 PCS, MARCA",,52.6,
a red-handled Truper.png,496,PRENDEDOR DE CARGA,,52.6,
remover fundo e apri.png,496,PRENDEDOR DE CARGA,,52.6,
paraf-p04822 (1).jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,52.6,
Aumente a resolução-2.png,61,TRENA TRANSPARENTE 5M,,52.4,
Uma imagem com fundo-2.png,418,MARTELO CABO DE MADEIRA 27MM,,52.0,
broca-12-mmx125-removebg-preview.png,519,"BROCA WIDEA 10MM,ELITE",,52.0,
a small plastic cont.png,188,REF 50504 LUVA DE MALHA DE PLASTIC,,51.9,
abar-alema.jpg,46,AR0566 - ABRACADEIRA NYLON PRETA,,51.9,
plastic container wi.png,188,REF 50504 LUVA DE MALHA DE PLASTIC,,51.9,
plastic container la.png,188,REF 50504 LUVA DE MALHA DE PLASTIC,,51.9,
FITA-19-13-removebg-preview.png,58,REF 40037 FITA VEDA ROSCA 18X5M,,51.7,
parfal-5.5-25.jpg,19,"SQ RALO DE PIA 5,4CM",,51.6,
Aumentar a resolução.png,397,TRENA 10 METROS,,51.4,
Redimensionar a imag.png,451,CINTA DE NAILON,,51.4,
drill bit container-4.png,399,ALICATE DE CORTE 6,,51.3,
disco_azul_elite.jpeg,232,DISCO DIAMETALIC PORCELANATO FU,,51.1,
disco-samurai-1.jpg,520,DISCO DE CORTE ABRASIVO INOX 115,,51.1,
remova o fundo e aum.png,350,GRAMPOS PARA FIXACAO DE FIOS 6M,,51.0,
PARAFUSO-AUTO-BROCANTE-ARRUELA-MOVEL-BW-ZINCADO.jpg,405,SUPORTE PARA TV ULTRA NA CAIXA,,50.7,
parafuso-drywall-philips-flange-agulha-4-2-x-16-1200-un.jpg,106,LAMINA PARA ARCO DE SERRA 12 24,,50.6,
PARAFUSO-DRYWALL-FORRO-CABECA-PHILIPS-FLANGEADA-PONTA-BROCA-1.jpg,106,LAMINA PARA ARCO DE SERRA 12 24,,50.6,
broca-p01098.jpg,407,BROCA CHATA 10MM,,50.0,
REMOVA  O FUNDO E AU-2.png,156,TOMADA DE SOBREPOR 20 A,,50.0,
paraf_auto-brocante.jpeg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,50.0,
resistance coil for .png,27,SQ PISTOLA DE COLA QUENTE,,50.0,
res-final-2.jpg,65,RESISTENCIA HS DUCHINHA SS 5200 W,,50.0,
close-up of a black .png,203,RESISTENCIA L&AMP;C BELLA ULTRA 4,,50.0,
nivel-maior-final.jpg,451,CINTA DE NAILON,,50.0,
uma imagem de um nível-grande.png,212,MAX BRAND LAMINA DE BARBEAR,,50.0,
res-jpg (1).jpg,67,RESISTENCIA HS ADVANCED 7500W,,50.0,
AUMETAR-2.png,505,FITA METRICA 7X24MM,,50.0,
aprimorar a imagem d.png,313,APARELHO DE BARBEAR DE USO MANU,,50.0,
paraf-6376-pronto.png,470,ABRACADEIRA DE NYLON 300X7.6MM P,,50.0,
estula-4.jpg,231,(HS) RESISTENCIA BELA ULTRA 4T,,50.0,
res-final.jpg,67,RESISTENCIA HS ADVANCED 7500W,,50.0,
remover o fundo da i-2.png,573,DISCO DIAMANTADO 110X15MM ELETR,,49.1,
remover o fundo da i-4.png,573,DISCO DIAMANTADO 110X15MM ELETR,,49.1,
remover o fundo da i-3.png,573,DISCO DIAMANTADO 110X15MM ELETR,,49.1,
Redimensionar a imag-1.png,497,"ELASTICO EXTENSOR 1,8 X 8MM",,49.0,
broca-3mm-fundo-removebg-preview.png,517,BROCA WIDEA 6MM ELITE,,49.0,
disco-samurai-2F.jpg,72,"DISCO ABRASIVO 115X1X20,23MM INOX",,49.0,
PARF-6-removebg-preview.png,431,COLHER PEDREIRO RETO 8,,48.9,
parf-4-removebg-preview.png,431,COLHER PEDREIRO RETO 8,,48.9,
PARF-5-removebg-preview.png,431,COLHER PEDREIRO RETO 8,,48.9,
remover o fundo da i.png,441,ADAPTADOR DE TORNEIRA,,48.8,
res-final-2 (1).jpg,223,EXTENSAO 2P+T 10MT PRETA,,48.6,
prego-de-aco-15x15-com-cabeca-637bdc1e7afc2.jpg,558,CHAVE DE RODA 17-19-21-23 ACO,,48.6,
ROLO-23CM-1-removebg-preview.png,434,COLHER PEDREIRO REDONDO 9 16KG,,48.3,
PARAFUSO-AUTO-PERFURANTE-STEEL-TILE-IN-WOOD-RUSPERT.jpg,246,TOMADA SLIM 10A 2P+T PRETA A GRA,,48.1,
Reduzir imagem em 30.png,6,SQ REBITADEIRA MANUAL EM METAL,,48.0,
estula-4 (1).jpg,397,TRENA 10 METROS,,48.0,
Uma imagem aprimorada-2.png,379,MARTELO CABO EMBORRACHADO 2,,48.0,
cinco brocas profiss.png,554,BROCA PARA CONCRETO 6MM X 100M,,47.8,
parf-10.jpg,312,"ABRACADEIRA NYLON 4,8X150MM",,47.6,
remover o fundo e ap.png,496,PRENDEDOR DE CARGA,,47.4,
parf-4.2x25-ponta-agulha-removebg-preview.png,428,COLHER PEDREIRO 9 CANTO RETO 22,,47.2,
Reduza o tamanho da .png,129,"FECHADURA ANTI-FURTO COR PRETA, M",,47.1,
REOLUCAO-MELHOR.jpg,397,TRENA 10 METROS,,46.7,
V-12-2-300x300.png,151,RESISTENCIA DUCHA C 220V 4000W,,46.7,
WhatsApp Image 2026-06-01 at 13.58.32.jpeg,228,"ADPATADOR 3""T"" SAIDAS 10/20 A PIN",,46.4,
WhatsApp Image 2026-06-01 at 10.23.43.jpeg,228,"ADPATADOR 3""T"" SAIDAS 10/20 A PIN",,46.4,
WhatsApp Image 2026-06-01 at 10.26.08.jpeg,455,CONECTOR 10MM 3 POLO 10A 250V 08,,46.4,
REF-505042.jpg,562,REF 20005 JOGO DE CHAVES ALLEN HE,,46.2,
ex-5m-2.jpg,472,ABRACADEIRA DE NYLON 100X2.5MM B,,46.2,
packaged Platimax po-2.png,555,"ALICATE P/ BOMBA DE AGUA, 10",,45.8,
res-final (1).jpg,398,FITA VEDA ROSCA 18MMX10M,,45.7,
WhatsApp Image 2026-06-01 at 10.16.35.jpeg,74,"FITA ISOLANTE 19 X 20M X 0.13M, MARC",,45.7,
cutting disc labeled.png,451,CINTA DE NAILON,,45.7,
ex-3m-2.jpg,400,TRENA 3 M X19MM,,45.5,
ex-2m-2.jpg,400,TRENA 3 M X19MM,,45.5,
produto_Foto1_13078957.jpg,426,COLHER PEDREIRO 7 CANTO RETO 15,,45.3,
WhatsApp Image 2026-06-01 at 10.07.01.jpeg,74,"FITA ISOLANTE 19 X 20M X 0.13M, MARC",,44.8,
yellow and black uti.png,240,CHUVEIRO BELA DUCHA LOROZETTI 6,,44.4,
images.jpg,153,PLUGUE MACHO,,44.4,
WhatsApp_Image_2026-05-04_at_14.42.27-removebg-preview.png,429,COLHER PEDREIRO 10 CANTO RETO 27,,44.2,
Packaged SENAFIX S-F.png,67,RESISTENCIA HS ADVANCED 7500W,,43.9,
WhatsApp Image 2026-06-05 at 08.36.52.jpeg,228,"ADPATADOR 3""T"" SAIDAS 10/20 A PIN",,43.5,
OIP-_2_.png,284,BROCA WIDEA 12MM,,42.1,
parf-9.jpg,568,REBITADEIRA 9,,42.1,
pa-2.png,309,"BROCA ACO RAPIDO 2,8MM",,40.0,
pa-3.png,310,"ABRACADEIRA DE NYLON 3,6X300MM C",,40.0,
parf-8.jpg,312,"ABRACADEIRA NYLON 4,8X150MM",,40.0,
download.jpg,165,PLUG BOB LATONADO,,40.0,
D_NQ_NP_801345-MLA95801483447_102025-O.jpg,162,"DISCO FLASH INOX 114,3X1,0X22,2MM",,39.4,
1e6b3e8e-615f-4b00-b6fa-e1e9414f075f.jpg,58,REF 40037 FITA VEDA ROSCA 18X5M,,38.8,
br-11134207-7r98o-m9isfuj457w9f2.jpeg,300,BROCA HSS-G 10X7MM,,37.5,
625c5b96-da72-42b8-a2eb-67b0d827ab91.jpg,142,SQ ABRACADEIRA DE NYLON 4.8X250,,37.0,
parf-6.jpg,176,ABRACADEIRA NYLON 7.6X450MM (B,,36.4,
parf-2.jpg,565,REF 20007 JOGO DE CHAVES CURTA,,34.5,
dce8e031a18f3b2ae8ce2583a26fdfc1 (1).jpg,576,DISCO DE CORTE DIAMANTADO 100X2,,30.8,
dce8e031a18f3b2ae8ce2583a26fdfc1.jpg,177,REF 50309 ALICATE DESENCAPADOR/CRIM,,29.9,
OIP.jpg,153,PLUGUE MACHO,,26.7,
